Player,Shirt_Number,Player_Nation,Player_Position,Player_Age,Minutes_Played,Goals,Assists,Penalty_Kick_Scored,Penalty_Kick_Attempted,Shots,Shots_On_Targer,Yellow_Cards,Red_Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Completed,Passes_Attempted,Pass_Completion_Percentage,Progresive_Passes,Carries,Progresive_Carries,Dribbles_Attempted,Dribbles_Succesful,Passes_Completed,Passes_Attempted,Pass_Completion_Percentage,Total_Passing_Distance,Progressive_Passing_Distacne,Short_Passes_Completed,Short_Passes_Attempted,Short_Pass_Completion_Percentage,Medium_Passes_Completed,Medium_Passes_Attempted,Medium_Pass_Completion_Percentage,Long_Passes_Completed,Long_Passes_Attempted,Long_Pass_Completion_Percentage,Assists,xAG,xA,KP,Final_Third,PPA,CrsPA,PrgP,Passes_Attempted,Live,Dead,FK,TB,Sw,Crosses,TI,CK,Crs_In,Crs_Out,Crs_Str,Passes_Completed,Passes_Off,Passes_Blocked,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Drib_Tkl,Drib_Chl,Tkl%,Lost,Blocks,Sh_Blocks,Pass_Blocked,Int ,Tkl_Int,Clr,Err,Touches,Def_Pen_Touches,Def_3rd_Touches,Mid_3rd_Touches,Att_3rd_Touches,Att_Pen_Touches,Live_touches,Takeons,Succ_Takeons,Succ_Takeons_%,Takeons_Tkl,Takenone_Tkl_%,Carries,TotDist,PrgDist,PrgC,Final_Third_Carries,Penalty_Carries,MisControls,Disp,Pass_Rec,Pass_Rec_Prg,Yellow_Cards,Red_Cards,2CrdY,Fls,Fld,Off,Crosses,Int,TklW,PKWin,PkCon,OG,Recov,Awon,Alost,Awon_%,Team,Opponenet,Home/Away
George Hirst,27,SCO,FW,26-000,11,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,3,3,100.0,1,1,0,0,0,3,3,100.0,27,2,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,5,1,3,1,2,0,5,0,0,,0,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,Ipswich Town,Aston Villa,Away
Jack Clarke,47,ENG,LW,24-084,29,0,0,0,0,0,0,0,0,13,1,1,0,0.0,0.0,0.0,0,0,7,11,63.6,1,10,0,1,1,7,11,63.6,95,42,5,5,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,1,11,11,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,0,0,1,1,3,33.3,2,0,0,0,1,2,0,0,13,0,7,2,4,0,13,1,1,100.0,0,0.0,10,29,6,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0.0,Ipswich Town,Aston Villa,Away
Jack Taylor,14,IRL,CM,26-237,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ipswich Town,Aston Villa,Away
Jacob Greaves,24,ENG,CB,24-156,90,0,0,0,0,0,0,1,0,42,0,0,0,0.0,0.0,0.0,1,0,32,35,91.4,1,19,0,0,0,32,35,91.4,505,177,14,15,93.3,16,18,88.9,1,1,100.0,0,0.0,0.0,0,1,0,0,1,35,30,5,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,42,16,31,8,3,0,42,0,0,,0,,19,77,10,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ipswich Town,Aston Villa,Away
Jens Cajuste,12,SWE,"DM,CM",25-189,79,0,0,0,0,0,0,0,0,29,1,3,2,0.0,0.0,0.0,0,0,15,19,78.9,0,14,0,2,1,15,19,78.9,208,12,8,8,100.0,6,6,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,19,17,2,1,0,0,0,1,0,0,0,0,15,0,0,1,0,1,0,0,1,3,33.3,2,2,1,1,3,4,1,0,29,6,18,8,4,0,29,2,1,50.0,1,50.0,14,91,28,0,0,0,2,2,14,0,0,0,0,0,2,0,0,3,0,0,0,0,5,0,0,,Ipswich Town,Aston Villa,Away
Julio Enciso,9,PAR,LW,21-023,16,0,0,0,0,1,1,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,5,1,2,1,2,3,66.7,44,0,0,1,0.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,1,1,2,3,0,6,2,1,50.0,1,50.0,5,64,41,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Ipswich Town,Aston Villa,Away
Kalvin Phillips,8,ENG,"CM,DM",29-075,90,0,0,0,0,1,1,1,0,42,4,1,4,0.1,0.1,0.0,1,0,17,23,73.9,1,11,0,0,0,17,23,73.9,391,120,5,7,71.4,6,7,85.7,4,6,66.7,0,0.0,0.1,0,3,0,0,1,23,20,3,2,0,0,1,0,1,0,1,0,17,0,1,4,3,1,2,1,2,4,50.0,2,4,1,3,1,5,6,0,42,10,20,18,4,0,42,0,0,,0,,11,55,8,0,0,0,2,1,16,0,1,0,0,4,0,0,1,1,3,0,0,0,3,0,3,0.0,Ipswich Town,Aston Villa,Away
Liam Delap,19,ENG,FW,22-007,79,1,0,0,0,2,1,0,0,22,0,0,0,0.3,0.3,0.0,1,0,3,10,30.0,0,13,3,3,2,3,10,30.0,27,0,3,6,50.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,22,0,3,13,6,4,22,3,2,66.7,1,33.3,13,64,36,3,1,2,4,1,15,1,0,0,0,3,1,3,0,0,0,0,0,0,2,1,3,25.0,Ipswich Town,Aston Villa,Away
Luke Woolfenden,6,ENG,CB,26-117,45,0,0,0,0,0,0,0,0,11,0,0,2,0.0,0.0,0.0,0,0,2,4,50.0,0,3,0,0,0,2,4,50.0,60,36,1,1,100.0,0,1,0.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,2,2,0,0,0,4,0,11,5,9,0,2,1,11,0,0,,0,,3,21,12,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Ipswich Town,Aston Villa,Away
Massimo Luongo,25,AUS,CM,32-143,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ipswich Town,Aston Villa,Away
Omari Hutchinson,20,ENG,"CM,AM",21-108,89,0,1,0,0,0,0,1,0,31,5,2,2,0.0,0.0,0.1,1,1,13,18,72.2,0,11,5,0,0,13,18,72.2,191,27,8,9,88.9,5,5,100.0,0,0,,1,0.1,0.1,1,0,1,1,0,18,15,2,0,0,0,2,0,0,0,0,0,13,1,2,5,1,3,1,1,1,4,25.0,3,2,0,2,2,7,2,0,31,1,12,13,7,3,31,0,0,,0,,11,114,87,5,0,0,1,0,12,1,1,0,0,1,1,0,2,2,1,0,0,0,4,0,0,,Ipswich Town,Aston Villa,Away
Aaron Wan-Bissaka,29,ENG,RB,27-081,90,0,0,0,0,0,0,0,0,76,2,1,1,0.0,0.0,0.0,3,0,51,66,77.3,7,44,3,0,0,51,66,77.3,766,283,27,32,84.4,23,26,88.5,1,4,25.0,0,0.0,0.0,0,4,1,0,7,66,57,8,0,0,0,5,8,0,0,0,0,51,1,2,2,0,2,0,0,0,0,,0,1,0,1,1,3,2,0,76,5,23,29,24,1,76,0,0,,0,,44,168,87,3,3,0,0,1,46,7,0,0,0,0,1,0,5,1,0,0,0,0,6,1,2,33.3,West Ham,Brentford,Home
Carlos Soler,4,ESP,LW,28-044,45,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,7,10,70.0,0,8,0,1,1,7,10,70.0,91,26,4,5,80.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,10,9,1,0,0,0,2,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,13,1,3,8,3,0,13,1,1,100.0,0,0.0,8,94,22,0,1,0,1,1,10,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,West Ham,Brentford,Home
Edson Álvarez,19,MEX,"DM,CB",27-114,90,0,0,0,0,0,0,0,0,66,3,0,0,0.0,0.0,0.0,0,0,49,56,87.5,4,40,2,0,0,49,56,87.5,747,263,31,34,91.2,17,19,89.5,1,2,50.0,0,0.0,0.0,0,10,0,0,4,56,56,0,0,0,0,0,0,0,0,0,0,49,0,1,3,1,3,0,0,0,1,0.0,1,0,0,0,0,3,1,0,66,3,21,36,9,1,66,0,0,,0,,40,248,105,2,1,0,0,0,45,2,0,0,0,3,0,1,0,0,1,0,0,0,0,2,3,40.0,West Ham,Brentford,Home
Emerson Palmieri,33,ITA,LB,30-196,45,0,0,0,0,1,1,0,0,28,0,1,0,0.0,0.0,0.0,0,0,19,22,86.4,2,18,1,2,1,19,22,86.4,262,91,12,13,92.3,6,6,100.0,1,3,33.3,0,0.0,0.0,0,2,1,0,2,22,20,2,0,0,0,1,1,1,1,0,0,19,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,28,3,9,16,3,0,28,2,1,50.0,0,0.0,18,54,30,1,0,0,0,0,20,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,2,0.0,West Ham,Brentford,Home
Evan Ferguson,34,IRL,FW,20-119,45,0,0,0,0,2,1,0,0,16,1,0,0,0.1,0.1,0.2,3,0,7,9,77.8,0,10,1,3,2,7,9,77.8,96,4,5,7,71.4,2,2,100.0,0,0,,0,0.2,0.2,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,16,0,0,3,13,4,16,3,2,66.7,1,33.3,10,62,23,1,0,1,1,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,40.0,West Ham,Brentford,Home
James Ward-Prowse,8,ENG,DM,30-106,45,0,0,0,0,1,0,0,0,52,1,0,0,0.0,0.0,0.1,4,0,39,49,79.6,3,26,2,0,0,39,49,79.6,654,140,16,19,84.2,16,16,100.0,4,10,40.0,0,0.1,0.2,1,3,0,0,3,49,39,9,2,0,0,7,0,7,1,6,0,39,1,0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,52,1,8,28,16,0,52,0,0,,0,,26,119,52,2,3,0,0,0,32,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,,West Ham,Brentford,Home
Jarrod Bowen,20,ENG,RW,28-057,90,0,0,0,0,0,0,0,0,48,2,0,0,0.0,0.0,0.1,3,0,23,35,65.7,4,39,6,4,1,23,35,65.7,411,150,12,15,80.0,9,13,69.2,2,5,40.0,0,0.1,0.0,1,1,1,0,4,35,35,0,0,0,0,8,0,0,0,0,0,23,0,2,2,2,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0,48,0,2,23,23,6,48,4,1,25.0,3,75.0,39,255,151,6,2,4,4,2,41,9,0,0,0,1,2,1,8,0,2,0,0,0,4,1,2,33.3,West Ham,Brentford,Home
Konstantinos Mavropanos,15,GRE,CB,27-066,87,0,0,0,0,1,1,0,0,64,2,0,0,0.0,0.0,0.0,0,0,48,52,92.3,3,38,0,1,1,48,52,92.3,929,362,15,15,100.0,31,33,93.9,2,4,50.0,0,0.0,0.0,0,3,0,0,3,52,50,2,2,0,0,0,0,0,0,0,0,48,0,0,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,8,0,64,15,37,24,3,1,64,1,1,100.0,0,0.0,38,158,87,0,1,0,1,0,42,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,3,50.0,West Ham,Brentford,Home
Lucas Paquetá,10,BRA,"FW,AM,DM",27-172,90,0,0,0,0,2,0,0,0,70,3,0,2,0.1,0.1,0.1,7,0,47,57,82.5,5,45,2,2,0,47,57,82.5,751,260,27,29,93.1,17,21,81.0,3,5,60.0,0,0.1,0.2,3,5,2,0,5,57,50,7,4,0,1,1,1,0,0,0,0,47,0,2,3,1,0,3,0,1,1,100.0,0,2,1,1,0,3,0,0,70,1,8,35,27,4,70,2,0,0.0,1,50.0,45,146,78,2,3,0,4,2,53,8,0,0,0,1,6,0,1,0,1,0,0,0,3,2,0,100.0,West Ham,Brentford,Home
Luis Guilherme,17,BRA,LW,19-006,3,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,1,1,100.0,8,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,2,0,1,1,0,0,2,0,0,,0,,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,West Ham,Brentford,Home
Max Kilman,26,ENG,CB,27-268,90,0,0,0,0,0,0,0,0,65,0,0,3,0.0,0.0,0.0,0,0,42,55,76.4,1,36,1,1,1,42,55,76.4,748,201,15,17,88.2,25,30,83.3,1,7,14.3,0,0.0,0.1,1,0,0,0,1,55,53,2,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,,0,3,3,0,0,0,4,0,65,12,33,29,3,2,65,1,1,100.0,0,0.0,36,184,146,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,71.4,West Ham,Brentford,Home
Mohammed Kudus,14,GHA,"AM,LW",24-197,90,0,0,0,0,3,0,0,0,52,3,0,0,0.3,0.3,0.0,3,0,29,37,78.4,7,39,4,6,3,29,37,78.4,484,90,11,12,91.7,17,20,85.0,0,2,0.0,0,0.0,0.0,0,1,1,0,7,37,36,1,0,0,0,6,1,0,0,0,0,29,0,2,3,2,0,1,2,1,3,33.3,2,0,0,0,0,3,0,0,52,0,6,20,30,3,52,6,3,50.0,3,50.0,39,247,125,4,2,0,3,2,39,8,0,0,0,1,2,0,6,0,2,0,0,0,5,0,3,0.0,West Ham,Brentford,Home
Oliver Scarles,57,ENG,LB,19-065,45,0,0,0,0,2,0,0,0,43,1,0,2,0.1,0.1,0.0,0,0,28,35,80.0,3,23,0,0,0,28,35,80.0,440,110,15,17,88.2,12,15,80.0,1,3,33.3,0,0.0,0.0,0,2,0,0,3,35,28,7,1,0,0,1,6,0,0,0,0,28,0,0,1,0,0,0,1,0,0,,0,2,0,2,0,1,0,0,43,1,11,18,14,2,43,0,0,,0,,23,61,19,0,0,0,2,1,22,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,West Ham,Brentford,Home
Tomáš Souček,28,CZE,DM,29-354,45,0,0,0,0,1,0,1,0,35,2,0,1,0.1,0.1,0.0,1,0,24,27,88.9,2,11,0,0,0,24,27,88.9,406,107,10,13,76.9,12,12,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2,27,25,2,2,0,1,0,0,0,0,0,0,24,0,1,2,0,0,2,0,1,1,100.0,0,1,0,1,0,2,2,0,35,5,13,15,7,2,35,0,0,,0,,11,36,14,0,0,0,0,0,15,1,1,0,0,2,1,0,0,0,0,0,0,0,3,0,1,0.0,West Ham,Brentford,Home
Bryan Mbeumo,19,CMR,"RW,FW",25-192,90,0,0,0,0,3,1,0,0,49,1,0,0,0.4,0.4,0.5,4,0,27,37,73.0,7,30,1,4,2,27,37,73.0,399,114,17,18,94.4,10,13,76.9,0,3,0.0,0,0.5,0.2,3,2,4,1,7,37,32,4,2,0,0,4,0,2,2,0,0,27,1,2,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,49,1,6,17,27,2,49,4,2,50.0,2,50.0,30,165,96,1,1,1,0,1,33,12,0,0,0,1,1,0,4,0,0,0,0,0,7,1,1,50.0,Brentford,West Ham,Away
Christian Nørgaard,6,DEN,"DM,CM",30-342,90,0,0,0,0,1,0,0,0,52,2,1,2,0.1,0.1,0.1,4,0,33,45,73.3,3,21,1,0,0,33,45,73.3,583,195,15,18,83.3,14,20,70.0,4,6,66.7,0,0.1,0.1,1,4,1,1,3,45,45,0,0,0,1,2,0,0,0,0,0,33,0,0,2,0,1,1,0,1,1,100.0,0,2,1,1,1,3,2,0,52,6,14,27,11,3,52,0,0,,0,,21,71,43,1,0,1,0,0,31,1,0,0,0,2,1,0,2,1,0,0,0,0,2,2,0,100.0,Brentford,West Ham,Away
Ethan Pinnock,5,JAM,CB,31-262,31,0,0,0,0,0,0,0,0,10,1,1,0,0.0,0.0,0.0,0,0,4,6,66.7,0,3,0,0,0,4,6,66.7,78,25,1,2,50.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0,10,3,3,7,0,0,10,0,0,,0,,3,6,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,2,50.0,Brentford,West Ham,Away
Fabio Carvalho,14,POR,FW,22-169,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Brentford,West Ham,Away
Keane Lewis-Potter,23,ENG,LB,23-359,90,0,0,0,0,2,1,0,0,54,2,1,1,0.1,0.1,0.2,2,0,34,42,81.0,6,24,5,2,1,34,42,81.0,717,301,12,13,92.3,12,15,80.0,9,12,75.0,0,0.2,0.3,2,5,4,1,6,42,35,6,1,1,0,2,5,0,0,0,0,34,1,0,2,2,1,1,0,1,2,50.0,1,1,0,1,1,3,2,0,54,4,19,25,10,2,54,2,1,50.0,1,50.0,24,205,146,5,2,0,1,0,26,3,0,0,0,1,1,0,2,1,2,0,0,0,7,2,0,100.0,Brentford,West Ham,Away
Kevin Schade,7,GER,LW,23-080,74,1,0,0,0,3,2,0,0,35,2,1,0,0.6,0.6,0.0,2,1,11,21,52.4,3,11,0,0,0,11,21,52.4,192,92,5,10,50.0,5,8,62.5,1,1,100.0,0,0.0,0.0,0,2,0,0,3,21,16,4,0,0,0,1,4,0,0,0,0,11,1,1,2,1,0,1,1,0,1,0.0,1,0,0,0,1,3,1,0,35,1,9,11,15,8,35,0,0,,0,,11,50,8,0,0,0,3,4,17,4,0,0,0,0,1,1,1,1,1,0,0,0,3,3,2,60.0,Brentford,West Ham,Away
Kristoffer Ajer,20,NOR,"RB,CB",26-304,90,0,0,0,0,0,0,0,0,45,4,1,1,0.0,0.0,0.0,0,0,28,35,80.0,3,18,3,2,0,28,35,80.0,431,170,14,18,77.8,13,13,100.0,1,3,33.3,0,0.0,0.0,0,3,0,0,3,35,32,3,0,0,0,0,3,0,0,0,0,28,0,0,4,2,1,2,1,2,3,66.7,1,1,0,1,1,5,2,0,45,3,13,21,11,2,45,2,0,0.0,1,50.0,18,112,58,3,0,0,1,2,29,3,0,0,0,0,0,1,0,1,2,0,0,0,4,3,1,75.0,Brentford,West Ham,Away
Mathias Jensen,8,DEN,"LW,CM",29-045,16,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,2,0,5,13,38.5,2,8,0,0,0,5,13,38.5,71,32,4,4,100.0,1,3,33.3,0,1,0.0,0,0.0,0.0,1,0,2,0,2,13,13,0,0,0,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,0,1,5,8,2,14,0,0,,0,,8,25,2,0,0,0,1,0,11,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,Brentford,West Ham,Away
Michael Kayode,33,ITA,"RB,AM",20-220,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Brentford,West Ham,Away
Mikkel Damsgaard,24,DEN,AM,24-227,89,0,0,0,0,2,0,1,0,56,2,0,3,0.1,0.1,0.3,4,0,37,45,82.2,9,28,6,2,1,37,45,82.2,577,226,19,22,86.4,9,11,81.8,5,7,71.4,0,0.3,0.4,2,7,2,0,9,45,43,2,1,1,0,3,0,0,0,0,0,37,0,1,2,1,1,1,0,1,4,25.0,3,3,1,2,0,2,0,0,56,0,7,27,23,5,56,2,1,50.0,1,50.0,28,186,127,6,1,2,1,2,38,5,1,0,0,2,0,1,3,0,1,0,0,0,5,0,3,0.0,Brentford,West Ham,Away
Nathan Collins,22,IRL,CB,23-291,90,0,0,0,0,0,0,0,0,45,2,0,2,0.0,0.0,0.0,0,0,28,32,87.5,1,18,0,0,0,28,32,87.5,614,229,5,6,83.3,14,14,100.0,8,11,72.7,0,0.0,0.0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0,0,0,28,0,0,2,0,1,0,1,1,1,100.0,0,2,2,0,0,2,8,0,45,14,27,13,5,1,45,0,0,,0,,18,85,49,0,0,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,3,50.0,Brentford,West Ham,Away
Sepp van den Berg,4,NED,CB,23-057,59,0,0,0,0,0,0,0,0,37,0,0,2,0.0,0.0,0.0,3,0,23,25,92.0,2,12,0,0,0,23,25,92.0,496,152,8,8,100.0,10,11,90.9,5,5,100.0,0,0.0,0.0,0,2,0,0,2,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,,0,2,2,0,0,0,9,0,37,10,23,12,2,1,37,0,0,,0,,12,112,89,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,75.0,Brentford,West Ham,Away
Vitaly Janelt,27,GER,DM,26-281,74,0,0,0,0,0,0,0,0,28,1,0,2,0.0,0.0,0.0,0,0,18,23,78.3,1,11,0,0,0,18,23,78.3,257,113,11,13,84.6,6,6,100.0,1,2,50.0,0,0.0,0.0,0,1,1,0,1,23,21,1,1,0,0,1,0,0,0,0,0,18,1,1,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,2,0,28,3,5,14,9,0,28,0,0,,0,,11,52,10,0,0,0,0,0,17,1,0,0,0,1,1,0,1,0,1,0,0,0,5,1,1,50.0,Brentford,West Ham,Away
Yehor Yarmoliuk,18,UKR,"DM,CM",20-351,16,0,0,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.0,0,0,12,12,100.0,1,7,0,0,0,12,12,100.0,193,29,8,8,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,3,0,0,1,12,12,0,0,0,0,1,0,0,0,0,0,12,0,0,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,14,1,3,10,1,0,14,0,0,,0,,7,15,1,0,0,0,0,1,10,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,,Brentford,West Ham,Away
Yoane Wissa,11,COD,FW,28-165,89,0,0,0,0,3,1,0,0,32,1,0,0,0.4,0.4,0.0,2,0,17,19,89.5,3,20,1,2,0,17,19,89.5,248,57,11,12,91.7,3,3,100.0,2,2,100.0,0,0.0,0.0,0,2,1,0,3,19,19,0,0,0,0,0,0,0,0,0,0,17,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,32,1,6,13,14,6,32,2,0,0.0,2,100.0,20,138,74,1,1,0,3,3,23,7,0,0,0,1,2,1,0,0,1,0,0,0,5,0,2,0.0,Brentford,West Ham,Away
Adam Wharton,20,ENG,"CM,DM",20-258,45,0,0,0,0,0,0,0,0,43,0,0,2,0.0,0.0,0.1,5,0,31,40,77.5,9,19,1,0,0,31,40,77.5,583,223,11,13,84.6,15,20,75.0,5,5,100.0,0,0.1,0.1,2,5,1,0,9,40,39,0,0,0,0,1,0,0,0,0,0,31,1,1,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,43,1,7,23,13,0,43,0,0,,0,,19,139,61,1,1,0,1,1,27,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,,Crystal Palace,Everton,Home
Ben Chilwell,25,ENG,"WB,LB",28-056,31,0,0,0,0,1,1,0,0,33,1,0,0,0.0,0.0,0.0,1,0,15,23,65.2,1,13,0,2,0,15,23,65.2,221,31,8,9,88.9,7,10,70.0,0,4,0.0,0,0.0,0.3,0,1,1,0,1,23,19,4,0,1,0,1,4,0,0,0,0,15,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,5,0,33,3,11,11,11,1,33,2,0,0.0,1,50.0,13,85,65,0,0,0,0,0,17,4,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,100.0,Crystal Palace,Everton,Home
Chris Richards,26,USA,CB,24-324,90,0,0,0,0,1,0,0,0,72,3,0,1,0.1,0.1,0.0,2,1,43,55,78.2,3,32,0,1,0,43,55,78.2,702,284,20,21,95.2,22,27,81.5,1,7,14.3,0,0.0,0.0,0,1,0,0,3,55,54,1,0,1,0,0,1,0,0,0,0,43,0,0,3,3,0,1,2,2,5,40.0,3,1,1,0,0,3,8,0,72,8,36,29,8,2,72,1,0,0.0,1,100.0,32,168,81,0,1,0,1,1,41,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,57.1,Crystal Palace,Everton,Home
Daichi Kamada,18,JPN,DM,28-194,5,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.1,1,0,14,16,87.5,1,10,0,0,0,14,16,87.5,240,32,6,7,85.7,7,7,100.0,0,1,0.0,0,0.1,0.2,1,1,1,0,1,16,16,0,0,0,1,0,0,0,0,0,0,14,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,17,0,2,8,7,1,17,0,0,,0,,10,35,8,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Crystal Palace,Everton,Home
